CustomerID,Recency,Frequency,MonetaryValue,Cluster
12876.0,58,59,958.42,3
12877.0,4,143,1175.71,3
12878.0,18,48,825.74,3
12879.0,45,4,42.21000000000001,3
12881.0,276,4,69.0,2
12883.0,25,31,527.87,3
12884.0,88,5,107.25,3
12885.0,63,59,930.42,3
12886.0,68,67,1042.0,3
12888.0,221,2,14.700000000000005,2
12890.0,24,76,316.63,3
12893.0,31,31,176.55,3
12895.0,42,21,326.55,3
12897.0,205,1,29.700000000000003,2
12901.0,10,41,516.25,3
12902.0,265,7,87.78,2
12904.0,18,62,338.21,3
12906.0,12,27,449.62,3
12909.0,40,69,985.34,3
12910.0,23,36,766.0,3
12912.0,8,2,46.8,3
12913.0,5,18,351.05,3
12915.0,149,11,201.05,3
12916.0,139,74,1326.85,3
12919.0,8,39,762.41,3
12920.0,17,23,106.89,3
12921.0,9,617,10753.1,8
12922.0,161,26,377.3,2
12923.0,64,27,152.92000000000002,3
12924.0,88,17,128.95,3
12925.0,5,41,636.13,3
12928.0,35,72,1380.74,3
12929.0,312,5,70.95,2
12930.0,78,25,383.71,3
12931.0,67,3,48.16,3
12933.0,24,98,464.22,3
12935.0,2,115,1847.3,3
12936.0,17,55,616.3,3
12937.0,15,114,1233.12,3
12938.0,26,8,100.22,3
12940.0,55,77,506.07,3
12942.0,131,60,496.7,3
12943.0,301,1,-3.75,2
12944.0,36,27,519.81,3
12945.0,288,15,264.25,2
12947.0,144,84,1145.84,3
12948.0,16,107,1796.51,3
12949.0,31,192,3414.84,4
12950.0,8,7,117.8,3
12951.0,9,61,965.62,3
12952.0,6,64,1053.31,3
12953.0,10,10,192.45,3
12955.0,1,134,2541.7,3
12956.0,306,16,74.67,2
12957.0,4,217,3431.89,4
12962.0,7,15,240.89,3
12963.0,8,83,1458.81,3
12965.0,89,94,595.61,3
12966.0,10,9,147.68,3
12967.0,3,7,42.95,3
12968.0,112,3,64.8,3
12970.0,7,122,310.05,3
12971.0,4,184,3183.27,4
12974.0,198,4,77.15,2
12976.0,212,19,303.6,2
12977.0,156,7,10.74,2
12980.0,183,1,-3.39,2
12981.0,30,20,372.22,3
12982.0,240,33,363.16,2
12984.0,19,4,97.5,3
12985.0,1,61,903.56,3
12987.0,74,22,386.7,3
12988.0,292,68,301.17,2
12989.0,9,30,122.23,3
12990.0,31,7,143.0,3
12991.0,23,30,461.26,3
12993.0,23,27,414.76,3
12994.0,4,60,723.07,3
12995.0,78,2,-10.6,3
12997.0,22,58,803.5400000000001,3
12999.0,205,23,273.78,2
13000.0,260,25,382.16,2
13001.0,4,298,4816.54,4
13002.0,318,6,111.0,2
13003.0,151,5,89.05000000000001,2
13004.0,12,380,5097.4800000000005,4
13005.0,174,20,318.35,2
13006.0,56,2,11.52,3
13008.0,323,14,229.47,2
13011.0,372,3,50.55,2
13012.0,9,82,1230.96,3
13013.0,1,185,3278.4,4
13014.0,3,75,1208.48,3
13015.0,53,152,2590.27,3
13016.0,73,43,709.34,3
13018.0,16,419,6269.6900000000005,4
13021.0,4,92,1434.09,3
13023.0,64,29,439.86,3
13026.0,1,20,287.28,3
13028.0,23,45,611.8,3
13029.0,31,7,116.5,3
13030.0,11,81,514.84,3
13032.0,39,63,722.27,3
13033.0,357,11,190.55,2
13034.0,55,36,627.82,3
13035.0,58,19,339.15000000000003,3
13037.0,138,33,562.77,3
13038.0,80,21,366.76,3
13040.0,9,43,676.99,3
13043.0,273,4,94.7,2
13044.0,291,28,391.72,2
13045.0,99,16,222.08,3
13046.0,31,27,419.11,3
13047.0,32,167,2437.4700000000003,3
13048.0,14,131,1705.11,3
13049.0,318,7,153.78000000000003,2
13050.0,9,362,4533.4800000000005,4
13052.0,212,9,129.8,2
13055.0,64,73,1091.61,3
13058.0,58,6,137.70000000000002,3
13059.0,250,6,85.65,2
13060.0,254,10,182.73,2
13061.0,72,6,98.76,3
13062.0,191,4,65.7,2
13064.0,13,56,775.22,3
13065.0,373,9,138.41,2
13066.0,24,43,372.75,3
13067.0,82,13,91.61,3
13069.0,1,409,2882.53,4
13070.0,192,7,145.6,2
13072.0,267,7,177.15,2
13075.0,130,10,226.61,3
13077.0,1,101,510.85,3
13078.0,1,228,3135.36,4
13079.0,4,5,124.9,3
13080.0,179,6,58.08,2
13081.0,1,793,13084.69,8
13082.0,126,50,798.45,3
13083.0,4,15,235.8,3
13085.0,158,17,179.88,2
13089.0,4,1325,23766.51,8
13090.0,9,94,1475.2,3
13091.0,21,16,236.93,3
13092.0,71,15,266.61,3
13093.0,276,85,1336.42,2
13094.0,186,3,-12.72,2
13095.0,71,5,60.48,3
13097.0,33,338,3572.03,4
13098.0,1,297,4393.35,4
13101.0,234,6,65.5,2
13102.0,1,237,3977.87,4
13103.0,40,5,100.24,3
13104.0,3,10,183.96,3
13107.0,44,44,713.83,3
13108.0,373,5,95.3,2
13109.0,3,47,692.5,3
13110.0,31,103,931.62,3
13113.0,1,178,1320.47,3
13115.0,9,120,1842.51,3
13116.0,138,21,291.29,3
13117.0,22,69,840.7,3
13118.0,20,68,719.37,3
13120.0,239,1,30.6,2
13121.0,269,51,231.36,2
13122.0,240,50,821.1,2
13124.0,90,192,2709.57,3
13126.0,5,120,1689.97,3
13127.0,78,15,259.17,3
13130.0,94,1,25.0,3
13131.0,23,36,604.3000000000001,3
13132.0,262,1,15.3,2
13133.0,274,5,79.95,2
13134.0,73,85,1303.49,3
13136.0,50,125,2112.23,3
13137.0,11,677,3467.17,4
13138.0,22,62,946.49,3
13139.0,16,100,1860.77,3
13140.0,108,42,348.67,3
13141.0,85,126,2008.58,3
13142.0,19,19,215.92,3
13144.0,333,2,47.2,2
13145.0,87,2,11.25,3
13146.0,26,15,132.91,3
13148.0,29,273,2549.81,4
13149.0,14,64,1013.28,3
13151.0,203,53,765.77,2
13153.0,6,8,140.46,3
13155.0,33,77,796.26,3
13157.0,49,76,1355.23,3
13158.0,95,78,1193.5,3
13159.0,9,105,1141.09,3
13160.0,22,3,75.9,3
13161.0,313,6,95.75,2
13162.0,122,58,926.45,3
13165.0,46,26,349.28,3
13166.0,282,39,347.1,2
13167.0,19,50,482.16,3
13168.0,36,111,982.04,3
13169.0,64,7,165.5,3
13170.0,27,29,101.97,3
13171.0,22,39,261.51,3
13173.0,4,42,340.21,3
13174.0,16,249,1952.29,3
13176.0,46,59,337.43,3
13177.0,65,17,282.45,3
13178.0,26,236,4355.59,4
13182.0,45,11,121.18,3
13183.0,37,54,761.25,3
13184.0,15,165,1346.07,3
13186.0,40,70,1184.46,3
13187.0,337,30,154.02,2
13189.0,19,21,167.28,3
13192.0,95,60,859.14,3
13193.0,61,24,95.13,3
13194.0,136,3,60.7,3
13196.0,11,106,1650.93,3
13198.0,10,213,3133.35,4
13199.0,8,27,535.1800000000001,3
13200.0,22,38,561.37,3
13203.0,10,52,759.08,3
13207.0,15,7,178.86,3
13208.0,59,136,1022.35,3
13209.0,30,279,4275.06,4
13210.0,94,20,293.0,3
13211.0,10,50,443.82,3
13212.0,9,120,519.98,3
13213.0,57,71,1016.93,3
13216.0,268,1,10.5,2
13217.0,143,1,-3.4,3
13218.0,127,4,56.76,3
13220.0,78,13,132.84,3
13221.0,240,50,511.31,2
13223.0,200,4,62.4,2
13224.0,60,90,1223.22,3
13226.0,273,14,85.51,2
13227.0,202,6,90.0,2
13229.0,226,8,123.15,2
13230.0,4,547,2036.45,4
13232.0,13,177,969.91,3
13233.0,74,32,430.4,3
13235.0,212,53,751.77,2
13236.0,25,30,493.63,3
13238.0,23,25,493.68,3
13239.0,262,18,247.57,2
13240.0,96,63,616.7,3
13242.0,112,13,270.40000000000003,3
13243.0,203,51,480.02,2
13244.0,93,24,94.79,3
13245.0,51,11,259.85,3
13246.0,18,118,771.73,3
13247.0,22,21,333.6,3
13248.0,125,24,434.21,3
13249.0,93,14,82.23,3
13253.0,157,19,278.16,2
13255.0,4,8,139.81,3
13258.0,12,28,399.28,3
13259.0,62,79,249.18,3
13260.0,61,4,82.32000000000001,3
13262.0,263,9,132.29,2
13263.0,1,1612,6597.86,8
13265.0,53,68,1103.16,3
13266.0,11,160,2237.74,3
13267.0,3,178,3062.98,4
13268.0,18,418,2783.61,4
13269.0,1,279,3818.57,4
13271.0,37,91,192.77,3
13272.0,31,12,205.66000000000005,3
13273.0,113,15,128.54,3
13276.0,64,22,377.08,3
13277.0,16,6,159.4,3
13278.0,41,43,459.86,3
13279.0,64,11,126.3,3
13280.0,122,75,723.45,3
13282.0,18,21,346.39,3
13283.0,60,7,93.66,3
13284.0,323,11,143.7,2
13285.0,23,178,2566.02,3
13291.0,156,40,338.41,2
13292.0,39,22,378.85,3
13294.0,190,46,726.39,2
13295.0,360,9,165.05,2
13296.0,137,4,53.4,3
13297.0,8,38,883.1,3
13299.0,268,4,82.80000000000001,2
13300.0,165,22,365.29,2
13301.0,104,75,507.74,3
13304.0,351,17,244.85,2
13305.0,4,51,910.21,3
13307.0,120,1,15.0,3
13308.0,23,50,867.07,3
13309.0,7,99,1349.28,3
13310.0,9,69,980.08,3
13311.0,4,16,218.5,3
13313.0,22,71,1269.12,3
13314.0,2,60,609.11,3
13316.0,37,40,173.69,3
13317.0,66,100,1639.57,3
13318.0,1,12,216.58,3
13319.0,5,426,7591.26,4
13320.0,70,108,1498.6,3
13321.0,86,8,175.64,3
13322.0,17,24,154.48000000000002,3
13323.0,3,15,313.55,3
13324.0,36,5,82.8,3
13325.0,82,6,89.3,3
13327.0,39,65,1191.64,3
13328.0,316,7,175.68,2
13329.0,32,8,155.57999999999998,3
13330.0,93,46,882.18,3
13332.0,14,20,338.40000000000003,3
13334.0,82,243,2987.87,4
13336.0,77,48,752.8,3
13338.0,154,16,158.22,2
13339.0,201,42,664.42,2
13340.0,45,28,652.51,3
13341.0,261,35,603.55,2
13343.0,173,18,279.43,2
13344.0,68,99,1684.29,3
13345.0,277,18,297.75,2
13347.0,70,1,30.0,3
13348.0,64,14,233.76,3
13349.0,11,15,197.32,3
13350.0,16,24,418.77,3
13351.0,66,15,323.94,3
13352.0,8,24,307.48,3
13354.0,71,46,645.31,3
13355.0,122,29,516.0,3
13356.0,80,34,548.59,3
13357.0,257,82,491.6,2
13358.0,269,23,304.71,2
13359.0,59,19,298.76,3
13362.0,3,142,2443.79,3
13363.0,18,54,834.89,3
13364.0,67,18,42.36,3
13365.0,9,114,1702.57,3
13368.0,257,24,430.18,2
13369.0,354,16,153.85000000000002,2
13370.0,366,36,588.2,2
13372.0,90,19,290.04,3
13373.0,61,127,2198.62,3
13375.0,81,34,601.4300000000001,3
13376.0,99,48,834.3100000000001,3
13379.0,26,94,521.36,3
13381.0,21,141,2603.05,3
13382.0,281,13,197.14,2
13384.0,31,115,2284.36,3
13385.0,330,29,403.07,2
13388.0,131,29,452.35,3
13389.0,11,45,700.66,3
13390.0,75,9,185.88,3
13394.0,2,143,1912.29,3
13395.0,185,18,251.28,2
13396.0,22,28,514.62,3
13397.0,73,23,426.69,3
13398.0,192,21,383.57,2
13402.0,127,35,483.73,3
13403.0,18,2,30.0,3
13404.0,1,10,188.74,3
13405.0,74,18,363.351,3
13408.0,2,172,3337.6,4
13410.0,9,16,234.19,3
13411.0,107,17,203.6,3
13414.0,134,18,392.58,3
13416.0,44,9,202.7,3
13417.0,5,15,290.48,3
13418.0,12,252,3358.96,4
13419.0,64,16,221.06,3
13420.0,135,7,85.5,3
13421.0,40,90,1252.54,3
13422.0,64,113,2093.04,3
13425.0,108,64,1017.85,3
13426.0,1,128,1636.07,3
13427.0,19,22,318.94,3
13428.0,10,67,168.38,3
13429.0,11,54,724.09,3
13430.0,19,48,543.49,3
13431.0,67,36,653.4,3
13434.0,74,7,128.64,3
13435.0,5,57,640.22,3
13436.0,2,8,113.54,3
13437.0,14,124,2162.6,3
13439.0,255,53,273.27,2
13441.0,92,10,148.16,3
13447.0,23,53,816.1700000000001,3
13448.0,17,163,2310.65,3
13449.0,24,19,291.88,3
13450.0,27,48,898.68,3
13451.0,26,414,2608.66,4
13453.0,166,11,205.98,2
13455.0,25,40,630.9,3
13456.0,18,49,853.4200000000001,3
13458.0,7,324,5933.96,4
13460.0,29,17,183.44,3
13461.0,39,4,82.2,3
13462.0,253,8,135.0,2
13464.0,58,37,606.73,3
13466.0,184,12,197.7,2
13467.0,11,87,820.41,3
13468.0,2,219,3446.4700000000003,4
13470.0,99,10,165.0,3
13471.0,1,234,2165.64,3
13473.0,61,16,237.26,3
13474.0,236,58,185.24,2
13475.0,191,71,1115.66,2
13476.0,179,42,697.6700000000001,2
13477.0,38,69,1158.87,3
13479.0,201,11,221.55,2
13481.0,46,105,1610.91,3
13482.0,232,11,184.64,2
13483.0,66,10,140.34,3
13485.0,233,18,284.04,2
13486.0,78,60,959.95,3
13487.0,58,21,361.1,3
13488.0,17,354,6148.68,4
13489.0,158,10,128.64,2
13491.0,52,68,943.34,3
13492.0,136,29,594.24,3
13493.0,287,1,14.85,2
13494.0,312,17,296.1,2
13495.0,8,32,597.57,3
13496.0,11,30,492.83,3
13497.0,283,19,348.05,2
13499.0,29,26,452.54,3
13500.0,23,58,941.2,3
13501.0,288,35,584.32,2
13502.0,17,16,212.7,3
13503.0,71,16,192.95,3
13504.0,64,19,260.48,3
13505.0,68,191,2867.51,4
13506.0,312,24,373.75,2
13507.0,3,135,1952.01,3
13508.0,244,9,66.42,2
13509.0,9,36,662.68,3
13510.0,1,105,1558.62,3
13512.0,261,13,228.51,2
13513.0,127,8,132.6,3
13514.0,74,2,70.80000000000001,3
13515.0,73,56,833.82,3
13516.0,73,37,607.91,3
13517.0,60,126,1820.14,3
13518.0,86,31,535.44,3
13519.0,78,6,78.95,3
13520.0,59,61,1061.55,3
13521.0,1,409,978.18,4
13522.0,30,5,125.8,3
13523.0,33,122,1932.68,3
13524.0,41,19,422.54,3
13527.0,34,196,1878.75,3
13529.0,79,13,206.06,3
13531.0,205,14,235.5,2
13532.0,34,66,210.31,3
13533.0,183,72,245.24,2
13534.0,2,267,3778.41,4
13536.0,1,132,1904.51,3
13538.0,121,1,17.85,3
13539.0,86,27,446.52,3
13544.0,40,70,205.91,3
13546.0,12,94,547.39,3
13548.0,96,110,508.59,3
13549.0,26,43,707.1700000000001,3
13551.0,319,3,53.55,2
13552.0,66,72,1417.7,3
13555.0,74,83,1529.6,3
13557.0,28,33,524.0600000000001,3
13558.0,6,165,550.57,3
13560.0,7,32,171.42000000000002,3
13561.0,216,11,39.01,2
13562.0,82,58,1167.56,3
13563.0,84,38,262.33,3
13564.0,354,63,737.07,2
13565.0,19,38,240.22,3
13566.0,41,167,799.29,3
13568.0,173,41,169.20000000000002,2
13569.0,17,72,267.72,3
13570.0,243,23,130.52,2
13571.0,13,335,2013.89,4
13572.0,206,15,326.23,2
13573.0,50,21,192.71,3
13575.0,23,44,674.57,3
13576.0,10,83,1152.9,3
13577.0,25,65,1123.2,3
13579.0,15,17,281.69,3
13581.0,309,7,56.95,2
13583.0,156,48,691.05,2
13584.0,307,18,75.75,2
13587.0,64,3,68.4,3
13588.0,16,170,2236.48,3
13589.0,15,15,256.05,3
13590.0,11,75,1238.9,3
13591.0,65,46,809.58,3
13592.0,36,11,159.51,3
