CustomerID,Recency,Frequency,MonetaryValue,Cluster
12450.0,156,7,131.88,1
12451.0,11,246,4307.89,1
12452.0,17,20,285.67,1
12453.0,134,43,707.09,1
12455.0,73,60,932.86,1
12456.0,44,98,1438.09,1
12457.0,58,47,815.9300000000001,1
12458.0,71,30,565.58,1
12461.0,155,29,419.08,1
12462.0,2,52,612.12,1
12463.0,53,79,1143.98,1
12464.0,150,4,76.5,1
12465.0,8,47,613.19,1
12468.0,143,34,499.69,1
12471.0,2,350,5443.22,1
12472.0,31,341,4350.79,1
12473.0,54,146,2113.09,1
12474.0,17,400,5749.07,1
12475.0,54,29,483.34,1
12476.0,1,171,2781.9500000000003,1
12477.0,23,175,3311.37,1
12478.0,4,32,479.59,1
12479.0,4,31,396.45,1
12480.0,28,134,2178.14,1
12481.0,23,161,2983.7,1
12483.0,17,56,1076.42,1
12484.0,35,313,3320.08,1
12488.0,10,41,700.64,1
12489.0,336,10,191.43,1
12490.0,5,207,3575.13,1
12491.0,39,23,350.75,1
12492.0,63,18,227.21,1
12493.0,166,18,332.91,1
12494.0,16,68,931.65,1
12497.0,82,1,20.4,1
12498.0,21,21,349.70000000000005,1
12500.0,36,24,296.84000000000003,1
12501.0,315,148,1816.95,1
12502.0,96,89,1403.62,1
12504.0,30,2,60.0,1
12505.0,301,1,-4.5,1
12506.0,233,21,57.6,1
12507.0,134,10,206.1,1
12508.0,26,68,397.88,1
12509.0,284,3,25.5,1
12510.0,143,27,467.65,1
12512.0,66,30,124.23,1
12513.0,113,33,520.04,1
12514.0,267,43,737.98,1
12515.0,353,11,190.8,1
12516.0,78,7,104.08,1
12517.0,28,265,2176.85,1
12518.0,1,112,1654.03,1
12519.0,64,15,242.84,1
12520.0,79,136,1994.24,1
12521.0,143,33,457.43,1
12522.0,39,9,152.72,1
12523.0,2,80,1231.61,1
12524.0,9,88,1484.01,1
12526.0,1,63,1074.46,1
12527.0,82,14,195.91,1
12528.0,9,62,971.83,1
12530.0,60,47,843.4200000000001,1
12531.0,15,16,95.27,1
12532.0,30,13,252.33,1
12534.0,131,55,828.73,1
12535.0,92,26,488.75,1
12536.0,8,231,3458.88,1
12538.0,29,16,258.75,1
12539.0,22,230,4017.4,1
12540.0,20,345,6031.14,1
12541.0,30,45,721.38,1
12544.0,36,17,284.9,1
12545.0,75,40,698.8,1
12546.0,47,64,969.58,1
12547.0,198,6,151.8,1
12548.0,166,4,67.19999999999999,1
12550.0,79,52,748.88,1
12551.0,358,10,168.0,1
12552.0,40,9,165.47,1
12553.0,8,168,2715.77,1
12556.0,50,111,513.66,1
12558.0,2,13,125.0,1
12559.0,320,14,210.96,1
12560.0,5,96,1459.82,1
12561.0,303,14,207.05,1
12562.0,8,144,2473.2200000000003,1
12564.0,261,17,336.15000000000003,1
12565.0,282,10,131.17000000000002,1
12566.0,73,15,217.18,1
12567.0,23,388,6442.75,1
12569.0,2,130,2345.09,1
12571.0,40,32,489.37,1
12572.0,9,50,647.9200000000001,1
12573.0,227,27,150.59,1
12574.0,316,9,162.55,1
12576.0,36,84,1216.46,1
12577.0,35,142,570.65,1
12578.0,21,105,1863.71,1
12579.0,73,25,317.42,1
12580.0,247,23,379.7,1
12581.0,40,13,169.76,1
12582.0,239,18,313.92,1
12583.0,3,154,2540.88,1
12584.0,4,60,652.4000000000001,1
12585.0,234,79,1149.01,1
12586.0,17,10,186.54,1
12587.0,8,1,20.8,1
12588.0,39,5,79.65,1
12589.0,29,26,417.28,1
12590.0,190,2,-2.88,1
12591.0,317,22,323.1,1
12592.0,92,14,350.6,1
12593.0,109,19,342.6,1
12594.0,47,86,1865.22,1
12596.0,51,18,288.27,1
12597.0,19,166,2484.93,1
12598.0,10,97,1739.01,1
12599.0,29,51,719.38,1
12600.0,29,35,603.9200000000001,1
12601.0,190,22,364.01,1
12602.0,59,11,129.22,1
12603.0,22,1,0.0,1
12604.0,79,15,236.18,1
12605.0,365,3,-7.5,1
12607.0,58,142,855.58,1
12609.0,78,50,846.11,1
12610.0,23,87,1384.39,1
12611.0,52,58,884.92,1
12612.0,58,10,209.0,1
12613.0,31,144,2495.1,1
12614.0,278,14,218.15,1
12615.0,2,82,1389.83,1
12616.0,95,27,368.55,1
12617.0,29,39,333.08,1
12618.0,22,9,121.41,1
12619.0,16,50,644.27,1
12620.0,15,80,1100.14,1
12621.0,2,360,6018.81,1
12622.0,232,8,123.85,1
12623.0,276,16,230.1,1
12624.0,106,31,492.78,1
12625.0,212,66,1025.42,1
12626.0,23,250,3892.02,1
12627.0,11,194,3314.0,1
12628.0,4,38,648.61,1
12630.0,10,55,905.08,1
12631.0,57,25,396.0,1
12633.0,59,88,1335.79,1
12635.0,90,90,1357.69,1
12637.0,67,338,4301.13,1
12638.0,33,37,498.25,1
12639.0,239,18,325.3,1
12640.0,25,35,549.77,1
12641.0,115,8,128.9,1
12642.0,25,36,558.25,1
12643.0,221,2,12.08,1
12644.0,130,27,417.12,1
12645.0,34,57,1044.78,1
12646.0,5,32,675.44,1
12647.0,22,83,1317.66,1
12648.0,155,19,255.3,1
12649.0,107,22,329.75,1
12650.0,3,18,147.64,1
12651.0,335,9,114.0,1
12652.0,322,46,680.0300000000001,1
12653.0,149,26,532.7,1
12654.0,11,32,499.33,1
12656.0,17,84,1617.25,1
12657.0,11,27,523.4,1
12658.0,19,28,495.8,1
12659.0,30,3,45.6,1
12660.0,11,11,203.7,1
12662.0,1,208,3232.53,1
12664.0,87,7,108.0,1
12665.0,325,3,43.75,1
12667.0,58,29,410.23,1
12668.0,7,137,2179.63,1
12669.0,151,91,1319.92,1
12670.0,10,61,1204.27,1
12672.0,330,7,118.05,1
12673.0,5,34,420.62,1
12674.0,12,71,1163.56,1
12676.0,25,35,749.39,1
12678.0,43,28,424.19,1
12679.0,52,45,595.46,1
12680.0,1,46,736.97,1
12681.0,15,496,7731.0,1
12682.0,4,416,7171.37,1
12683.0,4,293,4530.48,1
12684.0,8,82,1332.39,1
12685.0,28,141,2237.25,1
12686.0,372,6,71.14,1
12688.0,114,114,1974.8,1
12689.0,26,64,937.65,1
12690.0,206,13,265.11,1
12691.0,58,21,402.8,1
12693.0,127,29,461.51,1
12694.0,70,26,400.82,1
12695.0,7,15,232.16,1
12697.0,21,37,583.89,1
12700.0,8,231,3561.64,1
12701.0,80,46,652.45,1
12702.0,20,11,201.0,1
12703.0,64,21,256.7,1
12704.0,7,61,1013.82,1
12705.0,15,285,4371.99,1
12707.0,292,28,375.82,1
12708.0,30,144,1968.27,1
12709.0,3,140,2097.88,1
12710.0,97,69,909.82,1
12712.0,29,75,1489.63,1
12713.0,1,34,628.5,1
12714.0,9,231,3494.55,1
12715.0,106,19,263.36,1
12716.0,4,63,912.91,1
12717.0,151,51,774.03,1
12718.0,71,17,182.35,1
12719.0,5,35,497.1,1
12720.0,3,308,4276.53,1
12721.0,32,140,2054.14,1
12722.0,115,43,666.7,1
12723.0,4,61,519.13,1
12724.0,5,47,834.01,1
12725.0,371,23,371.8,1
12726.0,28,85,1411.5,1
12727.0,11,102,1702.7,1
12728.0,71,33,525.73,1
12729.0,114,22,360.71,1
12731.0,24,98,2401.83,1
12732.0,180,10,178.26000000000002,1
12733.0,234,20,276.85,1
12734.0,353,2,16.8,1
12735.0,315,27,375.07,1
12738.0,372,8,110.4,1
12739.0,99,30,456.6,1
12740.0,64,24,344.8,1
12743.0,134,120,418.93,1
12744.0,56,100,1843.94,1
12747.0,2,60,1328.29,1
12748.0,1,4041,18949.02,1
12749.0,4,166,2469.73,1
12750.0,129,9,144.29999999999998,1
12752.0,81,9,164.6,1
12753.0,4,31,-13.849999999999998,1
12754.0,277,49,61.62,1
12755.0,281,2,7.6,1
12756.0,87,3,50.88,1
12757.0,16,332,2872.65,1
12758.0,117,57,1032.03,1
12759.0,52,85,1279.09,1
12762.0,8,55,901.07,1
12763.0,369,15,260.08,1
12764.0,317,25,500.33,1
12766.0,4,259,4820.8,1
12769.0,239,16,317.34000000000003,1
12772.0,60,45,615.3199999999999,1
12775.0,17,45,855.14,1
12778.0,20,35,492.49,1
12779.0,21,102,1936.52,1
12781.0,21,12,235.64,1
12782.0,5,90,1513.57,1
12783.0,2,62,1011.3,1
12784.0,15,54,455.47,1
12785.0,3,12,190.76,1
12787.0,10,14,274.66,1
12790.0,192,16,199.42,1
12792.0,257,23,329.59000000000003,1
12793.0,335,21,395.48,1
12794.0,53,41,698.3100000000001,1
12795.0,19,8,144.63,1
12797.0,360,15,146.28,1
12802.0,184,25,382.58,1
12808.0,37,26,445.7,1
12809.0,168,22,338.46000000000004,1
12811.0,262,27,416.55,1
12812.0,45,15,229.64,1
12815.0,148,37,648.0600000000001,1
12816.0,96,17,265.90000000000003,1
12817.0,281,1,27.04,1
12818.0,178,5,72.65,1
12820.0,3,57,885.82,1
12821.0,214,5,75.72,1
12822.0,71,41,743.28,1
12824.0,60,22,316.42,1
12826.0,3,93,1454.2,1
12827.0,6,24,385.6,1
12828.0,3,52,871.51,1
12829.0,337,2,28.5,1
12831.0,262,5,82.75,1
12832.0,32,26,366.53,1
12833.0,145,17,307.03000000000003,1
12834.0,283,11,201.08,1
12836.0,59,131,1390.11,1
12837.0,173,7,58.75,1
12838.0,34,114,575.3000000000001,1
12839.0,3,290,4770.87,1
12840.0,144,111,2438.67,1
12841.0,5,393,3004.77,1
12842.0,70,24,419.71,1
12843.0,160,88,1092.99,1
12844.0,29,52,325.96000000000004,1
12845.0,269,23,54.79,1
12847.0,22,68,435.49,1
12849.0,31,36,470.89,1
12851.0,97,45,104.91,1
12852.0,290,18,252.35,1
12853.0,135,60,1023.0,1
12854.0,79,101,917.49,1
12855.0,373,3,38.1,1
12856.0,8,298,1905.61,1
12857.0,211,37,735.6,1
12863.0,52,2,49.8,1
12864.0,138,1,10.2,1
12865.0,26,86,1355.82,1
12866.0,283,20,344.92,1
12867.0,26,528,3437.29,1
12868.0,186,103,1534.71,1
12870.0,366,1,-4.95,1
12871.0,84,8,120.54,1
12872.0,327,61,465.82,1
12876.0,58,59,958.42,1
12877.0,4,143,1175.71,1
12878.0,18,48,825.74,1
12879.0,45,4,42.21000000000001,1
12881.0,276,4,69.0,1
12883.0,25,31,527.87,1
12884.0,88,5,107.25,1
12885.0,63,59,930.42,1
12886.0,68,67,1042.0,1
12888.0,221,2,14.700000000000005,1
12890.0,24,76,316.63,1
12893.0,31,31,176.55,1
12895.0,42,21,326.55,1
12897.0,205,1,29.700000000000003,1
12901.0,10,41,516.25,1
12902.0,265,7,87.78,1
12904.0,18,62,338.21,1
12906.0,12,27,449.62,1
12909.0,40,69,985.34,1
12910.0,23,36,766.0,1
12912.0,8,2,46.8,1
12913.0,5,18,351.05,1
12915.0,149,11,201.05,1
12916.0,139,74,1326.85,1
12919.0,8,39,762.41,1
12920.0,17,23,106.89,1
12921.0,9,617,10753.1,1
12922.0,161,26,377.3,1
12923.0,64,27,152.92000000000002,1
12924.0,88,17,128.95,1
12925.0,5,41,636.13,1
12928.0,35,72,1380.74,1
12929.0,312,5,70.95,1
12930.0,78,25,383.71,1
12931.0,67,3,48.16,1
12933.0,24,98,464.22,1
12935.0,2,115,1847.3,1
12936.0,17,55,616.3,1
12937.0,15,114,1233.12,1
12938.0,26,8,100.22,1
12940.0,55,77,506.07,1
12942.0,131,60,496.7,1
12943.0,301,1,-3.75,1
12944.0,36,27,519.81,1
12945.0,288,15,264.25,1
12947.0,144,84,1145.84,1
12948.0,16,107,1796.51,1
12949.0,31,192,3414.84,1
12950.0,8,7,117.8,1
12951.0,9,61,965.62,1
12952.0,6,64,1053.31,1
12953.0,10,10,192.45,1
12955.0,1,134,2541.7,1
12956.0,306,16,74.67,1
12957.0,4,217,3431.89,1
12962.0,7,15,240.89,1
12963.0,8,83,1458.81,1
12965.0,89,94,595.61,1
12966.0,10,9,147.68,1
12967.0,3,7,42.95,1
12968.0,112,3,64.8,1
12970.0,7,122,310.05,1
12971.0,4,184,3183.27,1
12974.0,198,4,77.15,1
12976.0,212,19,303.6,1
12977.0,156,7,10.74,1
12980.0,183,1,-3.39,1
12981.0,30,20,372.22,1
12982.0,240,33,363.16,1
12984.0,19,4,97.5,1
12985.0,1,61,903.56,1
12987.0,74,22,386.7,1
12988.0,292,68,301.17,1
12989.0,9,30,122.23,1
12990.0,31,7,143.0,1
12991.0,23,30,461.26,1
12993.0,23,27,414.76,1
12994.0,4,60,723.07,1
12995.0,78,2,-10.6,1
12997.0,22,58,803.5400000000001,1
12999.0,205,23,273.78,1
13000.0,260,25,382.16,1
13001.0,4,298,4816.54,1
13002.0,318,6,111.0,1
13003.0,151,5,89.05000000000001,1
13004.0,12,380,5097.4800000000005,1
13005.0,174,20,318.35,1
13006.0,56,2,11.52,1
13008.0,323,14,229.47,1
13011.0,372,3,50.55,1
13012.0,9,82,1230.96,1
13013.0,1,185,3278.4,1
13014.0,3,75,1208.48,1
13015.0,53,152,2590.27,1
13016.0,73,43,709.34,1
13018.0,16,419,6269.6900000000005,1
13021.0,4,92,1434.09,1
13023.0,64,29,439.86,1
13026.0,1,20,287.28,1
13028.0,23,45,611.8,1
13029.0,31,7,116.5,1
13030.0,11,81,514.84,1
13032.0,39,63,722.27,1
13033.0,357,11,190.55,1
13034.0,55,36,627.82,1
13035.0,58,19,339.15000000000003,1
13037.0,138,33,562.77,1
13038.0,80,21,366.76,1
13040.0,9,43,676.99,1
13043.0,273,4,94.7,1
13044.0,291,28,391.72,1
13045.0,99,16,222.08,1
13046.0,31,27,419.11,1
13047.0,32,167,2437.4700000000003,1
13048.0,14,131,1705.11,1
13049.0,318,7,153.78000000000003,1
13050.0,9,362,4533.4800000000005,1
13052.0,212,9,129.8,1
13055.0,64,73,1091.61,1
13058.0,58,6,137.70000000000002,1
13059.0,250,6,85.65,1
13060.0,254,10,182.73,1
13061.0,72,6,98.76,1
13062.0,191,4,65.7,1
13064.0,13,56,775.22,1
13065.0,373,9,138.41,1
13066.0,24,43,372.75,1
13067.0,82,13,91.61,1
13069.0,1,409,2882.53,1
13070.0,192,7,145.6,1
13072.0,267,7,177.15,1
13075.0,130,10,226.61,1
13077.0,1,101,510.85,1
13078.0,1,228,3135.36,1
13079.0,4,5,124.9,1
13080.0,179,6,58.08,1
13081.0,1,793,13084.69,1
13082.0,126,50,798.45,1
13083.0,4,15,235.8,1
13085.0,158,17,179.88,1
13089.0,4,1325,23766.51,1
13090.0,9,94,1475.2,1
13091.0,21,16,236.93,1
13092.0,71,15,266.61,1
13093.0,276,85,1336.42,1
13094.0,186,3,-12.72,1
13095.0,71,5,60.48,1
13097.0,33,338,3572.03,1
13098.0,1,297,4393.35,1
13101.0,234,6,65.5,1
13102.0,1,237,3977.87,1
13103.0,40,5,100.24,1
13104.0,3,10,183.96,1
13107.0,44,44,713.83,1
13108.0,373,5,95.3,1
13109.0,3,47,692.5,1
13110.0,31,103,931.62,1
13113.0,1,178,1320.47,1
13115.0,9,120,1842.51,1
13116.0,138,21,291.29,1
13117.0,22,69,840.7,1
13118.0,20,68,719.37,1
13120.0,239,1,30.6,1
13121.0,269,51,231.36,1
13122.0,240,50,821.1,1
13124.0,90,192,2709.57,1
13126.0,5,120,1689.97,1
13127.0,78,15,259.17,1
13130.0,94,1,25.0,1
13131.0,23,36,604.3000000000001,1
13132.0,262,1,15.3,1
13133.0,274,5,79.95,1
13134.0,73,85,1303.49,1
13136.0,50,125,2112.23,1
13137.0,11,677,3467.17,1
13138.0,22,62,946.49,1
13139.0,16,100,1860.77,1
13140.0,108,42,348.67,1
13141.0,85,126,2008.58,1
13142.0,19,19,215.92,1
13144.0,333,2,47.2,1
13145.0,87,2,11.25,1
13146.0,26,15,132.91,1
13148.0,29,273,2549.81,1
13149.0,14,64,1013.28,1
13151.0,203,53,765.77,1
13153.0,6,8,140.46,1
13155.0,33,77,796.26,1
13157.0,49,76,1355.23,1
13158.0,95,78,1193.5,1
13159.0,9,105,1141.09,1
13160.0,22,3,75.9,1
13161.0,313,6,95.75,1
13162.0,122,58,926.45,1
13165.0,46,26,349.28,1
13166.0,282,39,347.1,1
13167.0,19,50,482.16,1
13168.0,36,111,982.04,1
13169.0,64,7,165.5,1
13170.0,27,29,101.97,1
13171.0,22,39,261.51,1
13173.0,4,42,340.21,1
13174.0,16,249,1952.29,1
13176.0,46,59,337.43,1
13177.0,65,17,282.45,1
13178.0,26,236,4355.59,1
13182.0,45,11,121.18,1
13183.0,37,54,761.25,1
13184.0,15,165,1346.07,1
13186.0,40,70,1184.46,1
13187.0,337,30,154.02,1
13189.0,19,21,167.28,1
13192.0,95,60,859.14,1
13193.0,61,24,95.13,1
13194.0,136,3,60.7,1
13196.0,11,106,1650.93,1
13198.0,10,213,3133.35,1
13199.0,8,27,535.1800000000001,1
13200.0,22,38,561.37,1
13203.0,10,52,759.08,1
13207.0,15,7,178.86,1
13208.0,59,136,1022.35,1
13209.0,30,279,4275.06,1
13210.0,94,20,293.0,1
13211.0,10,50,443.82,1
13212.0,9,120,519.98,1
13213.0,57,71,1016.93,1
13216.0,268,1,10.5,1
13217.0,143,1,-3.4,1
13218.0,127,4,56.76,1
13220.0,78,13,132.84,1
13221.0,240,50,511.31,1
13223.0,200,4,62.4,1
13224.0,60,90,1223.22,1
13226.0,273,14,85.51,1
13227.0,202,6,90.0,1
13229.0,226,8,123.15,1
13230.0,4,547,2036.45,1
13232.0,13,177,969.91,1
13233.0,74,32,430.4,1
13235.0,212,53,751.77,1
13236.0,25,30,493.63,1
13238.0,23,25,493.68,1
13239.0,262,18,247.57,1
13240.0,96,63,616.7,1
13242.0,112,13,270.40000000000003,1
13243.0,203,51,480.02,1
13244.0,93,24,94.79,1
13245.0,51,11,259.85,1
13246.0,18,118,771.73,1
13247.0,22,21,333.6,1
13248.0,125,24,434.21,1
13249.0,93,14,82.23,1
13253.0,157,19,278.16,1
13255.0,4,8,139.81,1
13258.0,12,28,399.28,1
13259.0,62,79,249.18,1
13260.0,61,4,82.32000000000001,1
13262.0,263,9,132.29,1
13263.0,1,1612,6597.86,1
13265.0,53,68,1103.16,1
13266.0,11,160,2237.74,1
13267.0,3,178,3062.98,1
13268.0,18,418,2783.61,1
13269.0,1,279,3818.57,1
13271.0,37,91,192.77,1
13272.0,31,12,205.66000000000005,1
13273.0,113,15,128.54,1
13276.0,64,22,377.08,1
13277.0,16,6,159.4,1
13278.0,41,43,459.86,1
13279.0,64,11,126.3,1
13280.0,122,75,723.45,1
13282.0,18,21,346.39,1
13283.0,60,7,93.66,1
13284.0,323,11,143.7,1
13285.0,23,178,2566.02,1
13291.0,156,40,338.41,1
13292.0,39,22,378.85,1
13294.0,190,46,726.39,1
13295.0,360,9,165.05,1
13296.0,137,4,53.4,1
13297.0,8,38,883.1,1
13299.0,268,4,82.80000000000001,1
13300.0,165,22,365.29,1
13301.0,104,75,507.74,1
13304.0,351,17,244.85,1
13305.0,4,51,910.21,1
13307.0,120,1,15.0,1
13308.0,23,50,867.07,1
13309.0,7,99,1349.28,1
13310.0,9,69,980.08,1
13311.0,4,16,218.5,1
13313.0,22,71,1269.12,1
13314.0,2,60,609.11,1
13316.0,37,40,173.69,1
13317.0,66,100,1639.57,1
13318.0,1,12,216.58,1
13319.0,5,426,7591.26,1
13320.0,70,108,1498.6,1
13321.0,86,8,175.64,1
13322.0,17,24,154.48000000000002,1
13323.0,3,15,313.55,1
13324.0,36,5,82.8,1
13325.0,82,6,89.3,1
13327.0,39,65,1191.64,1
13328.0,316,7,175.68,1
13329.0,32,8,155.57999999999998,1
13330.0,93,46,882.18,1
13332.0,14,20,338.40000000000003,1
13334.0,82,243,2987.87,1
13336.0,77,48,752.8,1
13338.0,154,16,158.22,1
13339.0,201,42,664.42,1
13340.0,45,28,652.51,1
13341.0,261,35,603.55,1
13343.0,173,18,279.43,1
13344.0,68,99,1684.29,1
13345.0,277,18,297.75,1
13347.0,70,1,30.0,1
13348.0,64,14,233.76,1
13349.0,11,15,197.32,1
13350.0,16,24,418.77,1
13351.0,66,15,323.94,1
13352.0,8,24,307.48,1
13354.0,71,46,645.31,1
13355.0,122,29,516.0,1
13356.0,80,34,548.59,1
13357.0,257,82,491.6,1
13358.0,269,23,304.71,1
13359.0,59,19,298.76,1
13362.0,3,142,2443.79,1
13363.0,18,54,834.89,1
13364.0,67,18,42.36,1
13365.0,9,114,1702.57,1
13368.0,257,24,430.18,1
13369.0,354,16,153.85000000000002,1
13370.0,366,36,588.2,1
13372.0,90,19,290.04,1
13373.0,61,127,2198.62,1
13375.0,81,34,601.4300000000001,1
13376.0,99,48,834.3100000000001,1
13379.0,26,94,521.36,1
13381.0,21,141,2603.05,1
13382.0,281,13,197.14,1
13384.0,31,115,2284.36,1
13385.0,330,29,403.07,1
13388.0,131,29,452.35,1
13389.0,11,45,700.66,1
13390.0,75,9,185.88,1
13394.0,2,143,1912.29,1
13395.0,185,18,251.28,1
13396.0,22,28,514.62,1
13397.0,73,23,426.69,1
13398.0,192,21,383.57,1
13402.0,127,35,483.73,1
13403.0,18,2,30.0,1
13404.0,1,10,188.74,1
13405.0,74,18,363.351,1
13408.0,2,172,3337.6,1
13410.0,9,16,234.19,1
13411.0,107,17,203.6,1
13414.0,134,18,392.58,1
13416.0,44,9,202.7,1
13417.0,5,15,290.48,1
13418.0,12,252,3358.96,1
13419.0,64,16,221.06,1
13420.0,135,7,85.5,1
13421.0,40,90,1252.54,1
13422.0,64,113,2093.04,1
13425.0,108,64,1017.85,1
13426.0,1,128,1636.07,1
13427.0,19,22,318.94,1
13428.0,10,67,168.38,1
13429.0,11,54,724.09,1
13430.0,19,48,543.49,1
13431.0,67,36,653.4,1
13434.0,74,7,128.64,1
13435.0,5,57,640.22,1
13436.0,2,8,113.54,1
13437.0,14,124,2162.6,1
13439.0,255,53,273.27,1
13441.0,92,10,148.16,1
13447.0,23,53,816.1700000000001,1
13448.0,17,163,2310.65,1
13449.0,24,19,291.88,1
13450.0,27,48,898.68,1
13451.0,26,414,2608.66,1
13453.0,166,11,205.98,1
13455.0,25,40,630.9,1
13456.0,18,49,853.4200000000001,1
13458.0,7,324,5933.96,1
13460.0,29,17,183.44,1
13461.0,39,4,82.2,1
13462.0,253,8,135.0,1
13464.0,58,37,606.73,1
13466.0,184,12,197.7,1
13467.0,11,87,820.41,1
13468.0,2,219,3446.4700000000003,1
13470.0,99,10,165.0,1
13471.0,1,234,2165.64,1
13473.0,61,16,237.26,1
13474.0,236,58,185.24,1
13475.0,191,71,1115.66,1
13476.0,179,42,697.6700000000001,1
13477.0,38,69,1158.87,1
13479.0,201,11,221.55,1
13481.0,46,105,1610.91,1
13482.0,232,11,184.64,1
13483.0,66,10,140.34,1
13485.0,233,18,284.04,1
13486.0,78,60,959.95,1
13487.0,58,21,361.1,1
13488.0,17,354,6148.68,1
13489.0,158,10,128.64,1
13491.0,52,68,943.34,1
13492.0,136,29,594.24,1
13493.0,287,1,14.85,1
13494.0,312,17,296.1,1
13495.0,8,32,597.57,1
13496.0,11,30,492.83,1
13497.0,283,19,348.05,1
13499.0,29,26,452.54,1
13500.0,23,58,941.2,1
13501.0,288,35,584.32,1
13502.0,17,16,212.7,1
13503.0,71,16,192.95,1
13504.0,64,19,260.48,1
13505.0,68,191,2867.51,1
13506.0,312,24,373.75,1
13507.0,3,135,1952.01,1
13508.0,244,9,66.42,1
13509.0,9,36,662.68,1
13510.0,1,105,1558.62,1
13512.0,261,13,228.51,1
13513.0,127,8,132.6,1
13514.0,74,2,70.80000000000001,1
13515.0,73,56,833.82,1
13516.0,73,37,607.91,1
13517.0,60,126,1820.14,1
13518.0,86,31,535.44,1
13519.0,78,6,78.95,1
13520.0,59,61,1061.55,1
13521.0,1,409,978.18,1
13522.0,30,5,125.8,1
13523.0,33,122,1932.68,1
13524.0,41,19,422.54,1
13527.0,34,196,1878.75,1
13529.0,79,13,206.06,1
13531.0,205,14,235.5,1
13532.0,34,66,210.31,1
13533.0,183,72,245.24,1
13534.0,2,267,3778.41,1
13536.0,1,132,1904.51,1
13538.0,121,1,17.85,1
13539.0,86,27,446.52,1
13544.0,40,70,205.91,1
13546.0,12,94,547.39,1
13548.0,96,110,508.59,1
13549.0,26,43,707.1700000000001,1
13551.0,319,3,53.55,1
13552.0,66,72,1417.7,1
13555.0,74,83,1529.6,1
13557.0,28,33,524.0600000000001,1
13558.0,6,165,550.57,1
13560.0,7,32,171.42000000000002,1
13561.0,216,11,39.01,1
13562.0,82,58,1167.56,1
13563.0,84,38,262.33,1
13564.0,354,63,737.07,1
13565.0,19,38,240.22,1
13566.0,41,167,799.29,1
13568.0,173,41,169.20000000000002,1
13569.0,17,72,267.72,1
13570.0,243,23,130.52,1
13571.0,13,335,2013.89,1
13572.0,206,15,326.23,1
13573.0,50,21,192.71,1
13575.0,23,44,674.57,1
13576.0,10,83,1152.9,1
13577.0,25,65,1123.2,1
13579.0,15,17,281.69,1
13581.0,309,7,56.95,1
13583.0,156,48,691.05,1
13584.0,307,18,75.75,1
13587.0,64,3,68.4,1
13588.0,16,170,2236.48,1
13589.0,15,15,256.05,1
13590.0,11,75,1238.9,1
13591.0,65,46,809.58,1
13592.0,36,11,159.51,1
